Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRF13,12.1,Low Fat,0,Soft Drinks,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1,3338.3212
NCJ54,9.895,Low Fat,0.060188932,Household,233.0642,OUT045,2002,null,Tier 2,Supermarket Type1,6041.4692
NCP42,8.51,Low Fat,0.016135764,Household,195.6478,OUT049,1999,Medium,Tier 1,Supermarket Type1,4262.4516
FDX09,9,Low Fat,0.065350715,Snack Foods,175.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,3175.866
NCU30,5.11,Low Fat,0.035071955,Household,163.221,OUT017,2007,null,Tier 2,Supermarket Type1,2773.057
FDC48,9.195,Low Fat,0.015949001,Baking Goods,84.1592,OUT017,2007,null,Tier 2,Supermarket Type1,1238.388
NCX41,19,Low Fat,0.017746826,Health and Hygiene,210.8244,OUT049,1999,Medium,Tier 1,Supermarket Type1,2540.6928
FDT36,12.3,Low Fat,0.111274591,Baking Goods,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,458.7362
FDK28,null,Low Fat,0.065272284,Frozen Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3349.6398
DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,OUT035,2004,Small,Tier 2,Supermarket Type1,1624.552
NCM54,null,Low Fat,0.08918772,Household,128.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
FDD48,10.395,Low Fat,0.030281543,Baking Goods,116.3176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1259.6936
NCF30,17,Low Fat,0.211306673,Household,125.1362,OUT010,1998,null,Tier 3,Grocery Store,251.6724
FDZ33,10.195,Low Fat,0.107307677,Snack Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2217.114
FDB39,null,Low Fat,0.067441726,Dairy,57.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448
DRE48,8.43,Low Fat,0,Soft Drinks,195.3768,OUT017,2007,null,Tier 2,Supermarket Type1,1576.6144
NCL31,7.39,Low Fat,0.120524922,Others,142.247,OUT045,2002,null,Tier 2,Supermarket Type1,2433.499
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.8832
NCM29,null,Low Fat,0.017556795,Health and Hygiene,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3410.2276
FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,OUT049,1999,Medium,Tier 1,Supermarket Type1,4804.4128
FDY27,null,Low Fat,0.031743707,Dairy,179.1344,OUT027,1985,Medium,Tier 3,Supermarket Type3,1605.9096
DRM59,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,OUT017,2007,null,Tier 2,Supermarket Type1,3537.3954
DRI03,6.03,Low Fat,0.022796178,Dairy,178.1028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224
NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,OUT049,1999,Medium,Tier 1,Supermarket Type1,3016.7398
NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336
NCP54,15.35,Low Fat,0.035348491,Household,124.673,OUT017,2007,null,Tier 2,Supermarket Type1,2093.941
FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,OUT049,1999,Medium,Tier 1,Supermarket Type1,3098.6332
NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924
FDQ12,12.65,Low Fat,0.035482562,Baking Goods,231.401,OUT045,2002,null,Tier 2,Supermarket Type1,2526.711
NCK18,9.6,Low Fat,0,Household,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,4293.0784
DRI25,19.6,Low Fat,0.056744064,Soft Drinks,55.6614,OUT010,1998,null,Tier 3,Grocery Store,165.7842
FDA32,14,Low Fat,0.030155224,Fruits and Vegetables,214.7192,OUT045,2002,null,Tier 2,Supermarket Type1,3020.0688
FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.6724
FDY59,8.195,Low Fat,0.031403441,Baking Goods,93.8462,OUT046,1997,Small,Tier 1,Supermarket Type1,647.8234
FDQ20,8.325,Low Fat,0.029845243,Fruits and Vegetables,41.6138,OUT045,2002,null,Tier 2,Supermarket Type1,284.2966
FDB21,7.475,Low Fat,0.149125615,Fruits and Vegetables,241.6854,OUT018,2009,Medium,Tier 3,Supermarket Type2,6042.135
DRG11,6.385,Low Fat,0.083768522,Hard Drinks,109.8596,OUT013,1987,High,Tier 3,Supermarket Type1,3235.788
FDN10,11.5,Low Fat,0.0463847,Snack Foods,118.9124,OUT017,2007,null,Tier 2,Supermarket Type1,1540.6612
NCM17,7.93,Low Fat,0.071425647,Health and Hygiene,45.9086,OUT018,2009,Medium,Tier 3,Supermarket Type2,1070.6064
FDA21,13.65,Low Fat,0.036033639,Snack Foods,183.7924,OUT045,2002,null,Tier 2,Supermarket Type1,2591.2936
FDA32,14,Low Fat,0.030140981,Fruits and Vegetables,216.0192,OUT049,1999,Medium,Tier 1,Supermarket Type1,2588.6304
NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,OUT049,1999,Medium,Tier 1,Supermarket Type1,3956.8494
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208
NCE54,null,Low Fat,0.047098175,Household,75.5354,OUT019,1985,Small,Tier 1,Grocery Store,150.4708
FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1556.6404
FDX13,null,Low Fat,0.047551568,Canned,249.1092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036
FDZ22,9.395,Low Fat,0.045340279,Snack Foods,85.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,2080.625
FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542
DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.834
DRN47,12.1,Low Fat,0.016921927,Hard Drinks,178.366,OUT017,2007,null,Tier 2,Supermarket Type1,4314.384
FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104
FDY21,15.1,Low Fat,0.173833129,Snack Foods,196.511,OUT045,2002,null,Tier 2,Supermarket Type1,4713.864
FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752
FDI15,13.8,Low Fat,0.141234932,Dairy,263.7884,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564
FDC47,15,Low Fat,0.19899855,Snack Foods,226.5694,OUT010,1998,null,Tier 3,Grocery Store,913.4776
FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,OUT035,2004,Small,Tier 2,Supermarket Type1,2450.144
FDA56,9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,OUT045,2002,null,Tier 2,Supermarket Type1,1340.2554
NCI17,null,Low Fat,0.142728113,Health and Hygiene,95.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066
NCO17,10,Low Fat,0.073493831,Health and Hygiene,118.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66
FDK55,18.5,Low Fat,0.025907416,Meat,87.7172,OUT017,2007,null,Tier 2,Supermarket Type1,802.9548
NCH18,9.3,Low Fat,0.044624064,Household,245.4802,OUT013,1987,High,Tier 3,Supermarket Type1,3193.8426
NCA53,11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,OUT045,2002,null,Tier 2,Supermarket Type1,777.6544
DRJ24,11.8,Low Fat,0.189689886,Soft Drinks,184.3924,OUT010,1998,null,Tier 3,Grocery Store,370.1848
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236
FDC47,15,Low Fat,0.119374946,Snack Foods,229.3694,OUT018,2009,Medium,Tier 3,Supermarket Type2,5024.1268
FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648
DRL11,10.5,Low Fat,0.048009081,Hard Drinks,157.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2209.1244
FDQ21,21.25,Low Fat,0.019533098,Snack Foods,120.4756,OUT017,2007,null,Tier 2,Supermarket Type1,1938.8096
FDS35,9.3,Low Fat,0.111127966,Breads,63.1826,OUT013,1987,High,Tier 3,Supermarket Type1,2002.0606
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,1997,Small,Tier 1,Supermarket Type1,5634.6654
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,1997,Small,Tier 1,Supermarket Type1,6308.455
NCI42,null,Low Fat,0.01031535,Household,208.4954,OUT027,1985,Medium,Tier 3,Supermarket Type3,3751.1172
FDA31,7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,OUT017,2007,null,Tier 2,Supermarket Type1,1211.756
FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,OUT045,2002,null,Tier 2,Supermarket Type1,886.8456
NCW17,18,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886
NCN14,19.1,Low Fat,0.092060694,Others,183.7608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777.7808
FDY46,null,Low Fat,0.04765803,Snack Foods,188.3898,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238.5144
NCA53,null,Low Fat,0.017295906,Health and Hygiene,47.1034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
NCN30,16.35,Low Fat,0.02844314,Household,98.141,OUT010,1998,null,Tier 3,Grocery Store,386.164
NCR42,9.105,Low Fat,0.064410783,Household,33.39,OUT010,1998,null,Tier 3,Grocery Store,33.29
FDN15,null,Low Fat,0.029299175,Meat,140.318,OUT019,1985,Small,Tier 1,Grocery Store,139.818
FDF14,7.55,Low Fat,0.027224917,Canned,152.934,OUT045,2002,null,Tier 2,Supermarket Type1,2450.144
NCN19,null,Low Fat,0.021184746,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506
NCO43,5.5,Low Fat,0.047059016,Others,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336
DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,OUT013,1987,High,Tier 3,Supermarket Type1,466.06
FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,OUT017,2007,null,Tier 2,Supermarket Type1,1498.05
FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.932
NCK07,10.65,Low Fat,0.048762383,Others,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.8624
FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,OUT013,1987,High,Tier 3,Supermarket Type1,2799.689
NCZ41,19.85,Low Fat,0,Health and Hygiene,126.1704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1877.556
FDC44,15.6,Low Fat,0.173573164,Fruits and Vegetables,114.4518,OUT017,2007,null,Tier 2,Supermarket Type1,2390.8878
NCO54,19.5,Low Fat,0.014262413,Household,57.1614,OUT013,1987,High,Tier 3,Supermarket Type1,331.5684
DRH36,16.2,Low Fat,0.03338006,Soft Drinks,74.0696,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224
NCL18,18.85,Low Fat,0.167552202,Household,193.1136,OUT035,2004,Small,Tier 2,Supermarket Type1,2332.9632
NCP50,17.35,Low Fat,0,Others,79.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416
FDH24,20.7,Low Fat,0.021431134,Baking Goods,157.0288,OUT046,1997,Small,Tier 1,Supermarket Type1,2199.8032
NCK17,null,Low Fat,0,Health and Hygiene,40.348,OUT019,1985,Small,Tier 1,Grocery Store,79.896
FDW50,13.1,Low Fat,0.075563757,Dairy,168.1158,OUT035,2004,Small,Tier 2,Supermarket Type1,2005.3896
FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396
FDJ45,null,Low Fat,0.128532558,Seafood,34.2216,OUT019,1985,Small,Tier 1,Grocery Store,173.108
FDX55,15.1,Low Fat,0.055195461,Fruits and Vegetables,216.1166,OUT035,2004,Small,Tier 2,Supermarket Type1,5007.4818
FDR02,16.7,Low Fat,0.022065676,Dairy,110.5886,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404
NCP55,14.65,Low Fat,0.011212719,Others,55.6614,OUT045,2002,null,Tier 2,Supermarket Type1,1049.9666
FDT28,13.3,Low Fat,0.063925726,Frozen Foods,151.8708,OUT017,2007,null,Tier 2,Supermarket Type1,1655.1788
NCJ06,20.1,Low Fat,0.034848629,Household,118.6782,OUT017,2007,null,Tier 2,Supermarket Type1,2502.7422
FDT21,7.42,Low Fat,0.02050719,Snack Foods,249.7092,OUT017,2007,null,Tier 2,Supermarket Type1,7719.2852
FDK22,null,Low Fat,0.025960174,Snack Foods,214.885,OUT027,1985,Medium,Tier 3,Supermarket Type3,4976.855
DRJ11,9.5,Low Fat,0.085020342,Hard Drinks,188.7872,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848
FDH27,7.075,Low Fat,0.097660814,Dairy,141.8128,OUT010,1998,null,Tier 3,Grocery Store,143.8128
FDU52,null,Low Fat,0.111654545,Frozen Foods,157.063,OUT019,1985,Small,Tier 1,Grocery Store,312.926
FDK50,7.96,Low Fat,0,Canned,160.7894,OUT017,2007,null,Tier 2,Supermarket Type1,3235.788
DRJ01,6.135,Low Fat,0.115265695,Soft Drinks,160.5236,OUT045,2002,null,Tier 2,Supermarket Type1,2094.6068
NCY54,null,Low Fat,0.176834351,Household,172.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238
FDD58,null,Low Fat,0.103918113,Snack Foods,100.67,OUT019,1985,Small,Tier 1,Grocery Store,399.48
DRE01,10.1,Low Fat,0.279783532,Soft Drinks,241.8512,OUT010,1998,null,Tier 3,Grocery Store,484.7024
FDS23,4.635,Low Fat,0.140889111,Breads,127.0994,OUT046,1997,Small,Tier 1,Supermarket Type1,1927.491
NCM31,6.095,Low Fat,0.08152738,Others,140.3154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002
NCY53,null,Low Fat,0.058198141,Health and Hygiene,110.4544,OUT027,1985,Medium,Tier 3,Supermarket Type3,4250.4672
FDY55,16.75,Low Fat,0.081446638,Fruits and Vegetables,257.0988,OUT049,1999,Medium,Tier 1,Supermarket Type1,6424.97
FDQ21,21.25,Low Fat,0.019462623,Snack Foods,120.8756,OUT045,2002,null,Tier 2,Supermarket Type1,1575.2828
NCD18,null,Low Fat,0.072317217,Household,230.2668,OUT027,1985,Medium,Tier 3,Supermarket Type3,8062.838
FDV09,12.1,Low Fat,0.020684919,Snack Foods,148.5734,OUT017,2007,null,Tier 2,Supermarket Type1,1336.2606
FDI19,15.1,Low Fat,0.087604871,Meat,242.2512,OUT010,1998,null,Tier 3,Grocery Store,484.7024
DRH37,17.6,Low Fat,0.041681059,Soft Drinks,164.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1315.6208
NCL19,15.35,Low Fat,0.015676231,Others,144.047,OUT046,1997,Small,Tier 1,Supermarket Type1,286.294
DRI11,8.26,Low Fat,0.034397781,Hard Drinks,115.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,2073.3012
NCC19,6.57,Low Fat,0.096880574,Household,191.482,OUT046,1997,Small,Tier 1,Supermarket Type1,5020.132
FDS01,11.6,Low Fat,0.017817285,Canned,177.0686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1422.1488
NCL55,12.15,Low Fat,0,Others,254.904,OUT046,1997,Small,Tier 1,Supermarket Type1,4048.064
FDT49,7,Low Fat,0.151405587,Canned,107.728,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.032
FDW13,8.5,Low Fat,0.097803261,Canned,50.5324,OUT013,1987,High,Tier 3,Supermarket Type1,882.8508
NCG30,null,Low Fat,0.196659953,Household,125.8046,OUT019,1985,Small,Tier 1,Grocery Store,249.0092
FDE09,8.775,Low Fat,0,Fruits and Vegetables,111.3228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.7964
FDT57,15.2,Low Fat,0.019064377,Snack Foods,238.2248,OUT049,1999,Medium,Tier 1,Supermarket Type1,3555.372
FDM32,20.5,Low Fat,0.020605032,Fruits and Vegetables,91.083,OUT046,1997,Small,Tier 1,Supermarket Type1,539.298
NCS38,null,Low Fat,0,Household,115.2176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1030.6584
NCW30,5.21,Low Fat,0.011072173,Household,257.8962,OUT017,2007,null,Tier 2,Supermarket Type1,4402.9354
FDH35,18.25,Low Fat,0.060342304,Starchy Foods,165.9526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1644.526
NCX17,21.25,Low Fat,0.113833823,Health and Hygiene,232.83,OUT045,2002,null,Tier 2,Supermarket Type1,1398.18
NCI29,8.6,Low Fat,0.032615377,Health and Hygiene,142.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078
FDI46,9.5,Low Fat,0.074345268,Snack Foods,251.9724,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
DRQ35,9.3,Low Fat,0.042283454,Hard Drinks,125.4388,OUT035,2004,Small,Tier 2,Supermarket Type1,3715.164
NCJ17,7.68,Low Fat,0.152865879,Health and Hygiene,84.9224,OUT045,2002,null,Tier 2,Supermarket Type1,1619.2256
NCJ18,null,Low Fat,0.163148041,Household,116.6124,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.8348
DRF13,12.1,Low Fat,0.02984176,Soft Drinks,144.4444,OUT045,2002,null,Tier 2,Supermarket Type1,3628.61
FDT60,12,Low Fat,0.07554831,Baking Goods,121.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088
FDM34,19,Low Fat,0.067447572,Snack Foods,132.9626,OUT046,1997,Small,Tier 1,Supermarket Type1,1967.439
FDY27,6.38,Low Fat,0.03187163,Dairy,179.5344,OUT013,1987,High,Tier 3,Supermarket Type1,4103.9912
DRC12,17.85,Low Fat,0.03781972,Soft Drinks,191.6188,OUT035,2004,Small,Tier 2,Supermarket Type1,2475.4444
FDU11,null,Low Fat,0.092145264,Breads,120.7098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8038
NCB30,14.6,Low Fat,0.025702994,Household,199.9084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
FDX16,17.85,Low Fat,0,Frozen Foods,148.005,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCL53,7.5,Low Fat,0.036204764,Health and Hygiene,176.1028,OUT013,1987,High,Tier 3,Supermarket Type1,1948.1308
NCZ30,6.59,Low Fat,0.026238087,Household,121.6098,OUT045,2002,null,Tier 2,Supermarket Type1,2410.196
FDB15,10.895,Low Fat,0.137584599,Dairy,262.2568,OUT017,2007,null,Tier 2,Supermarket Type1,3954.852
FDY51,null,Low Fat,0.080741927,Meat,220.8798,OUT027,1985,Medium,Tier 3,Supermarket Type3,6170.6344
NCT18,14.6,Low Fat,0.059741172,Household,179.6976,OUT017,2007,null,Tier 2,Supermarket Type1,5070.7328
FDK46,9.6,Low Fat,0.051677051,Snack Foods,258.062,OUT018,2009,Medium,Tier 3,Supermarket Type2,2856.282
FDI22,null,Low Fat,0.168455549,Snack Foods,211.0612,OUT019,1985,Small,Tier 1,Grocery Store,418.1224
FDJ50,8.645,Low Fat,0.021619564,Canned,50.6982,OUT049,1999,Medium,Tier 1,Supermarket Type1,736.3748
FDI45,13.1,Low Fat,0.037793818,Fruits and Vegetables,173.8054,OUT017,2007,null,Tier 2,Supermarket Type1,2801.6864
NCB30,null,Low Fat,0.045002624,Household,196.5084,OUT019,1985,Small,Tier 1,Grocery Store,198.4084
DRO59,11.8,Low Fat,0.054460571,Hard Drinks,77.0012,OUT017,2007,null,Tier 2,Supermarket Type1,2277.036
NCX18,14.15,Low Fat,0.014719325,Household,196.911,OUT010,1998,null,Tier 3,Grocery Store,392.822
NCH30,null,Low Fat,0.066828857,Household,114.186,OUT027,1985,Medium,Tier 3,Supermarket Type3,1924.162
FDE32,20.7,Low Fat,0.04903471,Fruits and Vegetables,39.9506,OUT017,2007,null,Tier 2,Supermarket Type1,872.8638
FDP25,15.2,Low Fat,0.035497039,Canned,216.7824,OUT010,1998,null,Tier 3,Grocery Store,436.7648
NCM29,11.5,Low Fat,0.017638893,Health and Hygiene,132.7626,OUT035,2004,Small,Tier 2,Supermarket Type1,2885.5772
FDQ21,21.25,Low Fat,0.01945343,Snack Foods,120.8756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1454.1072
FDN24,14.1,Low Fat,0.11326743,Baking Goods,54.5956,OUT046,1997,Small,Tier 1,Supermarket Type1,1037.3164
NCW29,14,Low Fat,0.029026218,Health and Hygiene,131.331,OUT017,2007,null,Tier 2,Supermarket Type1,3635.268
FDV51,16.35,Low Fat,0.03272295,Meat,165.7842,OUT017,2007,null,Tier 2,Supermarket Type1,1823.6262
NCQ18,15.75,Low Fat,0.135836828,Household,100.37,OUT017,2007,null,Tier 2,Supermarket Type1,1298.31
NCL53,7.5,Low Fat,0.036382524,Health and Hygiene,177.9028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224
FDQ39,14.8,Low Fat,0,Meat,189.3846,OUT013,1987,High,Tier 3,Supermarket Type1,4777.115
FDF46,7.07,Low Fat,0.094201018,Snack Foods,115.8834,OUT017,2007,null,Tier 2,Supermarket Type1,1036.6506
NCA06,20.5,Low Fat,0.143506376,Household,34.719,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.999
FDJ04,18,Low Fat,0.124428516,Frozen Foods,119.9124,OUT035,2004,Small,Tier 2,Supermarket Type1,948.0992
NCZ29,15,Low Fat,0.071312064,Health and Hygiene,125.7362,OUT013,1987,High,Tier 3,Supermarket Type1,3020.0688
NCJ05,18.7,Low Fat,0.046079558,Health and Hygiene,151.5682,OUT035,2004,Small,Tier 2,Supermarket Type1,1982.0866
FDZ45,14.1,Low Fat,0.066979957,Snack Foods,196.7084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3174.5344
NCP29,8.42,Low Fat,0.187918654,Health and Hygiene,65.4168,OUT010,1998,null,Tier 3,Grocery Store,127.8336
FDZ58,null,Low Fat,0.051924192,Snack Foods,121.0072,OUT027,1985,Medium,Tier 3,Supermarket Type3,2940.1728
FDV55,null,Low Fat,0.054806734,Fruits and Vegetables,145.1444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3918.8988
NCV53,8.27,Low Fat,0.018813601,Health and Hygiene,237.988,OUT046,1997,Small,Tier 1,Supermarket Type1,7190.64
FDV47,null,Low Fat,0.094910421,Breads,84.5566,OUT019,1985,Small,Tier 1,Grocery Store,253.6698
FDD45,8.615,Low Fat,0.116722514,Fruits and Vegetables,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,567.2616
FDP26,null,Low Fat,0.244338986,Dairy,105.9306,OUT019,1985,Small,Tier 1,Grocery Store,209.0612
DRD37,9.8,Low Fat,0.013863257,Soft Drinks,45.106,OUT049,1999,Medium,Tier 1,Supermarket Type1,1398.18
FDM03,null,Low Fat,0,Meat,109.1938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.6822
FDZ60,20.5,Low Fat,0.119547387,Baking Goods,108.9596,OUT049,1999,Medium,Tier 1,Supermarket Type1,539.298
FDV32,7.785,Low Fat,0.088691614,Fruits and Vegetables,61.851,OUT035,2004,Small,Tier 2,Supermarket Type1,1454.773
FDU07,null,Low Fat,0.104784329,Fruits and Vegetables,150.4366,OUT019,1985,Small,Tier 1,Grocery Store,151.1366
NCT17,10.8,Low Fat,0.041950753,Health and Hygiene,190.0214,OUT045,2002,null,Tier 2,Supermarket Type1,2449.4782
FDW25,5.175,Low Fat,0.037398953,Canned,84.2224,OUT046,1997,Small,Tier 1,Supermarket Type1,852.224
FDS01,11.6,Low Fat,0.017845372,Canned,179.0686,OUT017,2007,null,Tier 2,Supermarket Type1,5688.5952
NCV18,6.775,Low Fat,0.105459307,Household,84.625,OUT045,2002,null,Tier 2,Supermarket Type1,2496.75
FDZ04,9.31,Low Fat,0.038032068,Frozen Foods,61.351,OUT045,2002,null,Tier 2,Supermarket Type1,822.263
DRN59,15,Low Fat,0.064504433,Hard Drinks,47.306,OUT017,2007,null,Tier 2,Supermarket Type1,652.484
FDA33,6.48,Low Fat,0.034091649,Snack Foods,146.2076,OUT017,2007,null,Tier 2,Supermarket Type1,2364.9216
NCF18,null,Low Fat,0.088551694,Household,191.5504,OUT027,1985,Medium,Tier 3,Supermarket Type3,5944.2624
FDF59,12.5,Low Fat,0.071230537,Starchy Foods,128.102,OUT035,2004,Small,Tier 2,Supermarket Type1,885.514
FDT21,null,Low Fat,0,Snack Foods,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.2392
FDM33,15.6,Low Fat,0.087719692,Snack Foods,218.5798,OUT046,1997,Small,Tier 1,Supermarket Type1,4407.596
NCK07,10.65,Low Fat,0.048677482,Others,166.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789
NCL41,12.35,Low Fat,0.041907648,Health and Hygiene,36.2216,OUT018,2009,Medium,Tier 3,Supermarket Type2,346.216
FDS47,16.75,Low Fat,0.128778474,Breads,89.1856,OUT013,1987,High,Tier 3,Supermarket Type1,1581.9408
FDV02,16.75,Low Fat,0.060668416,Dairy,172.4106,OUT045,2002,null,Tier 2,Supermarket Type1,2908.8802
NCU18,15.1,Low Fat,0.056067524,Household,139.8496,OUT018,2009,Medium,Tier 3,Supermarket Type2,1270.3464
NCX17,21.25,Low Fat,0.114066204,Health and Hygiene,233.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,5592.72
DRH51,17.6,Low Fat,0.097135675,Dairy,89.3856,OUT013,1987,High,Tier 3,Supermarket Type1,1318.284
NCP30,null,Low Fat,0.032610007,Household,37.4822,OUT027,1985,Medium,Tier 3,Supermarket Type3,942.7728
NCM43,null,Low Fat,0.03409886,Others,162.621,OUT019,1985,Small,Tier 1,Grocery Store,815.605
NCZ54,null,Low Fat,0.145951533,Household,160.9552,OUT019,1985,Small,Tier 1,Grocery Store,162.4552
FDO16,5.48,Low Fat,0.015138834,Frozen Foods,81.925,OUT045,2002,null,Tier 2,Supermarket Type1,3079.325
FDJ16,9.195,Low Fat,0.115535487,Frozen Foods,59.5246,OUT017,2007,null,Tier 2,Supermarket Type1,810.9444
NCB31,6.235,Low Fat,0.118674359,Household,261.691,OUT046,1997,Small,Tier 1,Supermarket Type1,3155.892
FDD58,7.76,Low Fat,0.05930285,Snack Foods,98.77,OUT013,1987,High,Tier 3,Supermarket Type1,1697.79
DRJ23,18.35,Low Fat,0.041753387,Hard Drinks,187.6872,OUT045,2002,null,Tier 2,Supermarket Type1,2836.308
FDS14,7.285,Low Fat,0.050065211,Dairy,157.4288,OUT045,2002,null,Tier 2,Supermarket Type1,2042.6744
